Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
T1,20/04/2023,18:30,Sivasspor,Trabzonspor,4,1,H,2,1,H,18,4,10,2,10,11,6,1,1,1,0,1
T1,19/04/2023,15:00,Istanbulspor,Antalyaspor,3,3,D,2,1,H,8,17,6,6,19,10,3,5,8,1,0,0
T1,19/04/2023,15:00,Kayserispor,Kasimpasa,0,0,D,0,0,D,8,8,3,2,15,10,3,3,1,2,0,1
T1,19/04/2023,18:00,Besiktas,Hatayspor,3,0,H,,,,,,,,,,,,,,,
T1,19/04/2023,18:30,Buyuksehyr,Fenerbahce,1,2,A,1,0,H,6,20,3,5,18,6,5,4,9,1,2,0
T1,19/04/2023,18:30,Konyaspor,Ad. Demirspor,1,2,A,1,1,D,12,11,2,7,17,12,6,3,3,2,0,1
T1,18/04/2023,18:30,Alanyaspor,Galatasaray,1,4,A,1,2,A,10,19,2,13,16,12,6,3,3,1,0,0
T1,18/04/2023,18:30,Karagumruk,Umraniyespor,4,2,H,2,1,H,16,19,8,4,15,11,5,8,5,2,0,0
T1,16/04/2023,14:00,Giresunspor,Sivasspor,1,0,H,1,0,H,9,11,3,4,13,13,2,6,3,2,0,0
T1,16/04/2023,18:00,Gaziantep,Konyaspor,0,3,A,,,,,,,,,,,,,,,
T1,16/04/2023,18:00,Hatayspor,Karagumruk,0,3,A,,,,,,,,,,,,,,,
T1,16/04/2023,18:30,Trabzonspor,Besiktas,0,0,D,0,0,D,12,12,4,5,11,18,6,8,4,2,0,0
T1,15/04/2023,14:00,Ad. Demirspor,Kasimpasa,5,0,H,3,0,H,22,6,12,2,7,17,7,0,2,3,0,0
T1,15/04/2023,14:00,Istanbulspor,Buyuksehyr,1,0,H,1,0,H,9,13,4,5,16,15,4,6,2,6,0,0
T1,15/04/2023,18:30,Fenerbahce,Ankaragucu,2,1,H,0,0,D,19,10,9,4,14,26,8,7,2,7,0,0
T1,14/04/2023,18:30,Antalyaspor,Alanyaspor,3,1,H,2,1,H,15,9,8,3,12,13,4,1,2,2,0,1
T1,14/04/2023,18:30,Galatasaray,Kayserispor,6,0,H,4,0,H,29,8,17,1,11,15,2,7,2,0,0,1
T1,10/04/2023,14:00,Kayserispor,Umraniyespor,3,1,H,1,1,D,18,20,5,5,22,12,5,7,4,4,0,1
T1,10/04/2023,18:30,Karagumruk,Fenerbahce,1,2,A,1,0,H,8,11,4,4,16,15,1,4,1,1,0,0
T1,09/04/2023,14:00,Sivasspor,Buyuksehyr,1,1,D,1,0,H,11,7,5,2,14,10,6,2,2,0,0,0
T1,09/04/2023,18:00,Ad. Demirspor,Gaziantep,3,0,H,,,,,,,,,,,,,,,
T1,09/04/2023,18:00,Alanyaspor,Hatayspor,3,0,H,,,,,,,,,,,,,,,
T1,09/04/2023,18:30,Besiktas,Giresunspor,3,1,H,2,1,H,16,8,10,1,16,11,7,3,2,4,0,0
T1,08/04/2023,14:00,Ankaragucu,Istanbulspor,3,2,H,2,0,H,9,13,6,8,16,17,8,4,1,4,0,0
T1,08/04/2023,18:30,Kasimpasa,Trabzonspor,2,0,H,1,0,H,15,11,7,3,17,10,5,5,0,0,0,0
T1,07/04/2023,18:30,Konyaspor,Antalyaspor,1,1,D,1,1,D,11,9,3,2,13,14,6,4,2,3,0,0
T1,03/04/2023,18:30,Istanbulspor,Karagumruk,0,1,A,0,1,A,11,11,3,5,11,19,8,3,5,3,0,1
T1,02/04/2023,11:30,Umraniyespor,Konyaspor,2,2,D,0,0,D,7,11,3,3,14,7,4,7,2,1,0,0
T1,02/04/2023,14:00,Giresunspor,Alanyaspor,2,2,D,0,1,A,22,10,7,4,15,20,7,2,2,4,0,0
T1,02/04/2023,18:00,Gaziantep,Kasimpasa,0,3,A,,,,,,,,,,,,,,,
T1,02/04/2023,18:00,Hatayspor,Sivasspor,0,3,A,,,,,,,,,,,,,,,
T1,02/04/2023,18:30,Fenerbahce,Besiktas,2,4,A,1,0,H,21,8,8,5,16,18,8,2,3,6,0,1
T1,01/04/2023,14:00,Buyuksehyr,Ankaragucu,1,0,H,1,0,H,16,11,9,2,16,18,3,5,3,2,0,0
T1,01/04/2023,14:00,Trabzonspor,Kayserispor,3,4,A,1,2,A,21,14,6,4,11,12,4,2,0,1,0,0
T1,01/04/2023,18:30,Galatasaray,Ad. Demirspor,2,0,H,0,0,D,19,9,4,1,22,13,8,4,4,4,0,0
T1,19/03/2023,13:00,Karagumruk,Buyuksehyr,2,2,D,1,1,D,12,14,5,5,14,11,2,7,2,1,0,0
T1,19/03/2023,13:00,Sivasspor,Ankaragucu,2,0,H,1,0,H,24,7,7,1,10,6,3,5,0,0,0,0
T1,19/03/2023,16:00,Alanyaspor,Fenerbahce,1,3,A,1,0,H,4,14,2,5,10,7,1,7,2,2,0,0
T1,19/03/2023,18:00,Gaziantep,Trabzonspor,0,3,A,,,,,,,,,,,,,,,
T1,19/03/2023,18:00,Kayserispor,Hatayspor,3,0,H,,,,,,,,,,,,,,,
T1,18/03/2023,10:30,Kasimpasa,Umraniyespor,1,1,D,1,1,D,20,7,3,2,14,23,9,5,1,1,0,0
T1,18/03/2023,13:00,Ad. Demirspor,Antalyaspor,2,0,H,2,0,H,17,10,6,2,11,14,4,2,1,2,0,0
T1,18/03/2023,16:00,Besiktas,Istanbulspor,3,1,H,1,0,H,12,10,3,2,13,9,8,2,0,2,0,0
T1,17/03/2023,17:00,Konyaspor,Galatasaray,2,1,H,0,1,A,15,17,3,7,19,19,4,6,6,4,0,0
T1,13/03/2023,17:00,Istanbulspor,Sivasspor,3,0,H,1,0,H,8,7,4,2,13,12,3,3,3,4,0,1
T1,12/03/2023,10:30,Ankaragucu,Alanyaspor,2,0,H,1,0,H,18,10,6,1,16,17,4,2,2,2,0,0
T1,12/03/2023,10:30,Hatayspor,Konyaspor,0,3,A,,,,,,,,,,,,,,,
T1,12/03/2023,13:00,Trabzonspor,Ad. Demirspor,4,1,H,1,1,D,15,21,6,4,12,11,7,6,1,1,0,1
T1,12/03/2023,16:00,Buyuksehyr,Besiktas,0,2,A,0,1,A,13,12,2,4,9,15,10,5,0,2,1,0
T1,11/03/2023,13:00,Antalyaspor,Kayserispor,4,0,H,1,0,H,20,5,10,1,13,18,7,2,1,0,0,0
T1,11/03/2023,16:00,Galatasaray,Kasimpasa,1,0,H,0,0,D,16,7,3,2,13,18,7,1,3,2,0,0
T1,10/03/2023,17:00,Giresunspor,Karagumruk,2,2,D,2,1,H,5,12,3,5,18,16,2,2,2,2,0,0
T1,06/03/2023,17:00,Kasimpasa,Antalyaspor,3,1,H,2,1,H,10,15,4,2,15,10,3,7,2,1,0,0
T1,05/03/2023,13:00,Ad. Demirspor,Hatayspor,3,0,H,,,,,,,,,,,,,,,
T1,05/03/2023,13:00,Gaziantep,Galatasaray,0,3,A,,,,,,,,,,,,,,,
T1,05/03/2023,13:00,Konyaspor,Giresunspor,0,0,D,0,0,D,18,6,6,1,14,13,2,1,3,4,0,0
T1,05/03/2023,16:00,Besiktas,Ankaragucu,2,1,H,1,0,H,20,10,10,4,18,15,2,6,3,1,0,0
T1,04/03/2023,10:30,Karagumruk,Sivasspor,4,3,H,1,1,D,16,20,9,7,18,8,4,5,3,1,0,0
T1,04/03/2023,13:00,Trabzonspor,Umraniyespor,1,2,A,0,0,D,25,12,7,7,12,11,7,3,2,4,1,0
T1,04/03/2023,16:00,Kayserispor,Fenerbahce,1,2,A,0,1,A,15,17,3,4,13,11,10,7,0,1,0,0
T1,03/03/2023,17:00,Alanyaspor,Buyuksehyr,1,0,H,0,0,D,9,12,3,4,9,16,2,10,1,2,1,0
T1,26/02/2023,13:00,Umraniyespor,Ad. Demirspor,1,1,D,0,0,D,17,22,7,10,20,10,7,7,0,0,0,0
T1,26/02/2023,16:00,Besiktas,Antalyaspor,0,0,D,0,0,D,20,3,5,1,12,16,8,1,1,3,0,0
T1,25/02/2023,13:00,Umraniyespor,Gaziantep,3,0,H,,,,,,,,,,,,,,,
T1,25/02/2023,16:00,Fenerbahce,Konyaspor,4,0,H,2,0,H,14,6,5,4,19,16,3,1,1,4,0,1
T1,25/02/2023,16:00,Giresunspor,Kayserispor,1,2,A,0,2,A,29,11,6,5,16,15,9,4,3,7,0,0
T1,05/02/2023,10:30,Istanbulspor,Alanyaspor,2,1,H,0,0,D,7,14,4,5,7,10,1,11,1,0,0,0
T1,05/02/2023,13:00,Hatayspor,Kasimpasa,1,0,H,0,0,D,13,14,3,0,13,12,5,8,2,3,0,0
T1,05/02/2023,16:00,Galatasaray,Trabzonspor,2,1,H,1,1,D,23,11,10,2,19,16,6,5,1,3,0,0
T1,04/02/2023,10:30,Ankaragucu,Karagumruk,0,2,A,0,1,A,14,17,4,4,12,12,10,2,0,1,0,0
T1,04/02/2023,13:00,Sivasspor,Besiktas,1,0,H,1,0,H,9,9,2,0,15,20,3,5,2,2,0,0
T1,04/02/2023,16:00,Antalyaspor,Gaziantep,1,0,H,1,0,H,10,12,2,3,14,8,5,7,3,5,0,1
T1,02/02/2023,14:00,Kayserispor,Buyuksehyr,1,0,H,0,0,D,20,25,9,5,13,18,5,10,2,3,0,0
T1,02/02/2023,14:00,Konyaspor,Istanbulspor,0,1,A,0,0,D,15,14,2,3,13,8,5,4,2,1,0,0
T1,02/02/2023,17:00,Ad. Demirspor,Fenerbahce,1,1,D,0,0,D,22,8,10,3,15,15,8,3,2,3,0,0
T1,01/02/2023,14:00,Gaziantep,Hatayspor,4,1,H,1,1,D,12,12,5,2,15,13,4,2,4,2,0,0
T1,01/02/2023,14:00,Kasimpasa,Giresunspor,5,1,H,3,1,H,13,12,7,6,15,8,4,6,2,2,0,0
T1,01/02/2023,17:00,Galatasaray,Umraniyespor,3,2,H,1,2,A,30,5,12,5,13,14,13,1,0,3,0,1
T1,01/02/2023,17:00,Trabzonspor,Antalyaspor,2,0,H,1,0,H,18,6,7,1,10,15,3,4,1,0,0,0
T1,31/01/2023,14:00,Alanyaspor,Sivasspor,0,3,A,0,2,A,8,10,2,6,9,16,4,4,2,2,0,0
T1,31/01/2023,17:00,Karagumruk,Besiktas,1,1,D,0,1,A,9,11,2,2,12,10,6,8,1,1,0,0
T1,29/01/2023,10:30,Istanbulspor,Kayserispor,2,4,A,2,1,H,8,15,3,7,11,20,1,7,0,1,0,0
T1,29/01/2023,16:00,Buyuksehyr,Konyaspor,2,0,H,1,0,H,13,12,5,2,13,10,6,3,0,0,0,0
T1,29/01/2023,16:00,Fenerbahce,Kasimpasa,5,1,H,2,1,H,22,4,11,1,16,23,6,1,2,4,0,0
T1,28/01/2023,10:30,Sivasspor,Ad. Demirspor,1,2,A,0,1,A,19,11,7,3,8,9,7,6,0,2,0,0
