Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
B1,10/02/2023,19:45,Club Brugge,St. Gilloise,1,1,D,1,1,D,10,19,4,2,13,10,5,3,1,4,0,0
B1,10/02/2023,19:45,Eupen,Mechelen,2,1,H,0,1,A,11,14,3,4,16,16,4,2,0,4,0,0
B1,05/02/2023,12:30,Antwerp,Club Brugge,0,0,D,0,0,D,7,4,2,1,12,22,2,5,1,5,0,0
B1,05/02/2023,15:00,Mechelen,Charleroi,2,2,D,2,0,H,10,17,7,8,12,11,4,7,0,3,1,0
B1,05/02/2023,17:30,Gent,Genk,2,3,A,1,1,D,20,11,6,5,12,12,4,3,1,1,0,0
B1,05/02/2023,18:15,St. Gilloise,Waregem,4,0,H,1,0,H,14,7,8,1,8,9,2,3,0,1,0,0
B1,04/02/2023,15:00,Cercle Brugge,Standard,1,1,D,0,0,D,13,8,3,2,21,14,4,1,3,3,0,0
B1,04/02/2023,17:15,Eupen,Westerlo,1,1,D,0,1,A,7,15,3,6,18,7,4,7,1,0,0,0
B1,04/02/2023,17:15,Seraing,Oud-Heverlee Leuven,2,1,H,1,1,D,14,19,4,5,10,10,7,11,1,0,0,0
B1,04/02/2023,19:45,St Truiden,Kortrijk,1,0,H,1,0,H,7,9,2,4,11,9,2,2,1,3,0,0
B1,03/02/2023,19:45,Oostende,Anderlecht,0,2,A,0,1,A,11,12,4,3,18,13,3,2,3,1,0,0
B1,01/02/2023,17:45,Eupen,Genk,1,1,D,1,1,D,10,14,4,5,15,13,3,7,5,4,0,0
B1,29/01/2023,12:30,Anderlecht,Antwerp,0,0,D,0,0,D,7,12,0,4,12,10,6,2,4,3,1,1
B1,29/01/2023,15:00,Cercle Brugge,Gent,3,2,H,0,0,D,10,9,6,5,18,7,4,2,1,1,0,0
B1,29/01/2023,17:30,Waregem,Club Brugge,1,2,A,1,2,A,11,12,4,2,8,17,4,8,2,4,1,0
B1,29/01/2023,20:00,Genk,Seraing,4,0,H,2,0,H,12,6,9,0,7,15,3,4,0,2,0,0
B1,28/01/2023,15:00,Westerlo,Mechelen,2,0,H,1,0,H,26,8,8,2,4,10,11,5,1,3,0,1
