Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
SC0,17/09/2022,15:00,Rangers,Dundee United,2,1,H,1,0,H,K Clancy,17,10,6,5,10,8,7,4,3,2,0,30.12
SC0,17/09/2022,15:00,St Johnstone,Ross County,0,0,D,0,0,D,M MacDermid,15,9,1,1,9,12,5,3,4,2,0,30.12
SC0,03/09/2022,12:30,Celtic,Rangers,4,0,H,3,0,H,N Walsh,15,11,6,2,12,11,3,4,3,3,0,30.12
SC0,03/09/2022,15:00,Hibernian,Kilmarnock,1,0,H,1,0,H,J Beaton,25,7,8,1,12,10,7,3,2,3,0,31.12
SC0,03/09/2022,15:00,Livingston,Hearts,1,0,H,1,0,H,W Collum,12,6,6,0,13,13,3,3,4,2,0,30.12
SC0,03/09/2022,15:00,Motherwell,Dundee United,0,0,D,0,0,D,C Napier,21,11,5,3,16,15,3,6,2,1,0,30.12
SC0,03/09/2022,15:00,Ross County,Aberdeen,1,1,D,0,0,D,K Clancy,11,11,2,5,8,5,3,13,0,2,0,30.12
SC0,03/09/2022,15:00,St Johnstone,St Mirren,3,0,H,1,0,H,C Steven,9,10,4,2,4,15,1,9,2,5,0,30.12
SC0,28/08/2022,12:00,Dundee United,Celtic,0,9,A,0,4,A,S McLean,6,30,2,13,6,7,2,11,1,0,0,30.12
SC0,28/08/2022,15:00,Hearts,St Johnstone,3,2,H,2,1,H,J Beaton,27,9,6,5,9,13,3,4,0,4,0,30.12
SC0,27/08/2022,15:00,Aberdeen,Livingston,5,0,H,1,0,H,C Steven,20,7,6,3,2,11,8,3,0,4,0,31.12
SC0,27/08/2022,15:00,Kilmarnock,Motherwell,2,1,H,0,1,A,E Anderson,21,10,4,6,11,20,8,4,2,1,0,30.12
SC0,27/08/2022,15:00,Rangers,Ross County,4,0,H,2,0,H,D Robertson,31,4,13,0,10,10,7,1,2,2,0,30.12
SC0,27/08/2022,15:00,St Mirren,Hibernian,1,0,H,1,0,H,G Grainger,14,14,2,1,8,12,4,10,1,3,0,30.12
SC0,21/08/2022,15:00,Celtic,Hearts,2,0,H,1,0,H,K Clancy,15,4,7,0,11,12,4,6,0,3,0,1.1
SC0,20/08/2022,12:30,Hibernian,Rangers,2,2,D,0,1,A,W Collum,14,9,5,2,19,7,5,3,4,2,0,1.1
SC0,20/08/2022,15:00,Dundee United,St Mirren,0,3,A,0,1,A,M MacDermid,13,12,3,5,10,17,6,7,3,2,0,30.12
SC0,20/08/2022,15:00,Motherwell,Livingston,1,0,H,0,0,D,N Walsh,13,5,2,1,15,16,2,1,1,0,0,31.12
SC0,20/08/2022,15:00,Ross County,Kilmarnock,1,0,H,0,0,D,D Munro,8,14,5,2,15,16,1,7,3,4,1,30.12
SC0,20/08/2022,15:00,St Johnstone,Aberdeen,0,1,A,0,0,D,C Napier,7,15,1,4,18,12,5,5,5,0,0,30.12
SC0,14/08/2022,12:00,Kilmarnock,Celtic,0,5,A,0,3,A,D Dickinson,12,20,3,11,18,11,2,8,4,2,0,30.12
SC0,14/08/2022,15:00,Hearts,Dundee United,4,1,H,1,0,H,C Steven,13,10,12,2,8,11,3,2,0,4,0,30.12
SC0,13/08/2022,15:00,Aberdeen,Motherwell,2,3,A,1,1,D,C Graham,14,19,3,6,9,10,5,12,1,2,0,30.12
SC0,13/08/2022,15:00,Livingston,Hibernian,2,1,H,1,0,H,C Napier,12,23,6,5,15,10,3,14,1,2,0,30.12
SC0,13/08/2022,15:00,Rangers,St Johnstone,4,0,H,1,0,H,N Walsh,24,4,8,1,9,10,9,1,1,2,0,30.12
SC0,13/08/2022,15:00,St Mirren,Ross County,1,0,H,0,0,D,G Irvine,8,5,2,1,10,10,6,5,1,1,0,30.12
SC0,07/08/2022,12:00,Hibernian,Hearts,1,1,D,0,1,A,J Beaton,12,12,3,6,18,13,7,9,3,1,0,30.12
SC0,07/08/2022,15:00,Dundee United,Livingston,0,1,A,0,0,D,S McLean,10,11,3,4,11,14,9,4,2,3,0,30.12
SC0,06/08/2022,15:00,Aberdeen,St Mirren,4,1,H,3,0,H,A Muir,23,6,10,1,12,15,4,4,1,2,0,31.12
SC0,06/08/2022,15:00,Motherwell,St Johnstone,1,2,A,0,1,A,W Collum,12,10,2,3,17,9,4,6,1,3,0,30.12
SC0,06/08/2022,15:00,Rangers,Kilmarnock,2,0,H,0,0,D,K Clancy,18,4,4,0,13,17,8,3,0,6,0,30.12
SC0,06/08/2022,15:00,Ross County,Celtic,1,3,A,0,0,D,D Robertson,5,23,2,7,10,4,3,12,4,2,0,30.12
SC0,31/07/2022,15:00,St Mirren,Motherwell,0,1,A,0,1,A,J Beaton,19,9,6,2,9,11,8,2,4,4,0,31.12
SC0,31/07/2022,16:30,Celtic,Aberdeen,2,0,H,1,0,H,N Walsh,21,5,9,3,11,12,9,3,1,2,0,30.12
SC0,30/07/2022,12:00,Livingston,Rangers,1,2,A,1,0,H,D Robertson,5,21,2,6,17,15,0,8,3,4,0,30.12
SC0,30/07/2022,15:00,Hearts,Ross County,2,1,H,0,0,D,D Dickinson,15,12,4,3,6,15,4,2,1,2,0,30.12
SC0,30/07/2022,15:00,Kilmarnock,Dundee United,1,1,D,0,1,A,W Collum,18,7,5,5,11,11,4,4,2,0,0,31.12
SC0,30/07/2022,15:00,St Johnstone,Hibernian,0,1,A,0,0,D,E Anderson,4,14,1,1,12,15,3,9,2,4,1,30.12
SC0,15/05/2022,12:00,Aberdeen,St Mirren,0,0,D,0,0,D,D Robertson,18,6,5,1,13,14,11,1,1,2,0,30.12
SC0,15/05/2022,12:00,Hibernian,St Johnstone,4,0,H,1,0,H,D Dickinson,14,11,6,4,11,11,4,6,1,2,0,30.12
SC0,15/05/2022,12:00,Livingston,Dundee,2,1,H,0,0,D,J Beaton,18,19,5,4,8,10,10,8,1,2,0,30.12
SC0,14/05/2022,12:15,Celtic,Motherwell,6,0,H,3,0,H,A Muir,15,6,8,1,16,6,15,3,0,1,0,30.12
SC0,14/05/2022,12:15,Hearts,Rangers,1,3,A,1,2,A,K Clancy,9,12,3,6,6,10,6,3,1,2,0,30.12
SC0,14/05/2022,12:15,Ross County,Dundee United,1,2,A,0,0,D,N Walsh,10,16,4,4,10,9,2,5,1,0,0,30.12
SC0,11/05/2022,19:30,Dundee United,Celtic,1,1,D,0,0,D,N Walsh,10,13,2,2,3,11,1,10,0,1,0,30.12
SC0,11/05/2022,19:45,Motherwell,Hearts,2,1,H,1,1,D,M MacDermid,8,15,3,5,14,6,3,6,1,0,0,30.12
SC0,11/05/2022,19:45,Rangers,Ross County,4,1,H,2,0,H,A Dallas,33,3,8,1,5,11,8,1,0,3,0,30.12
SC0,11/05/2022,19:45,St Johnstone,Aberdeen,1,0,H,1,0,H,D Munro,9,9,2,2,17,15,6,3,5,2,0,30.12
SC0,11/05/2022,19:45,St Mirren,Livingston,0,0,D,0,0,D,K Clancy,10,10,1,3,14,10,6,4,1,3,0,30.12
SC0,10/05/2022,19:45,Dundee,Hibernian,3,1,H,1,1,D,C Napier,14,16,9,6,15,13,4,6,2,3,0,30.12
SC0,08/05/2022,15:00,Rangers,Dundee United,2,0,H,0,0,D,S McLean,20,3,5,0,7,8,8,1,1,2,0,30.12
SC0,07/05/2022,12:00,Celtic,Hearts,4,1,H,2,1,H,D Robertson,21,6,12,3,17,8,3,3,0,2,0,30.12
SC0,07/05/2022,15:00,Hibernian,Aberdeen,1,1,D,0,0,D,B Madden,17,8,5,2,12,11,10,4,0,1,0,30.12
SC0,07/05/2022,15:00,Livingston,St Johnstone,1,1,D,0,0,D,W Collum,11,8,3,5,16,17,3,2,1,2,0,30.12
SC0,07/05/2022,15:00,Ross County,Motherwell,0,1,A,0,0,D,D Munro,14,9,4,2,12,10,13,5,2,3,0,30.12
SC0,07/05/2022,15:00,St Mirren,Dundee,2,0,H,1,0,H,D Dickinson,14,12,5,1,17,7,11,6,4,1,0,30.12
SC0,01/05/2022,12:00,Celtic,Rangers,1,1,D,1,0,H,J Beaton,9,14,1,5,14,9,2,7,3,4,0,30.12
SC0,30/04/2022,15:00,Aberdeen,Dundee,1,0,H,0,0,D,W Collum,19,11,5,4,10,16,6,6,1,1,0,30.12
SC0,30/04/2022,15:00,Dundee United,Motherwell,1,0,H,1,0,H,K Clancy,8,12,3,2,11,19,8,4,3,3,0,30.12
SC0,30/04/2022,15:00,Hearts,Ross County,0,0,D,0,0,D,S McLean,17,6,3,3,7,15,7,1,0,4,0,30.12
SC0,30/04/2022,15:00,Livingston,Hibernian,1,0,H,0,0,D,C Graham,9,18,3,0,13,18,5,9,3,2,0,30.12
SC0,30/04/2022,15:00,St Johnstone,St Mirren,0,1,A,0,0,D,A Dallas,5,12,0,3,12,13,6,5,1,2,0,30.12
SC0,24/04/2022,14:30,Ross County,Celtic,0,2,A,0,1,A,K Clancy,6,22,1,5,13,9,2,11,2,0,0,30.12
SC0,24/04/2022,15:00,Dundee United,Hearts,2,3,A,1,1,D,C Steven,11,20,6,7,8,10,5,9,2,4,0,30.12
SC0,23/04/2022,12:00,Motherwell,Rangers,1,3,A,1,1,D,N Walsh,8,9,2,5,13,14,5,2,3,1,0,31.12
SC0,23/04/2022,15:00,Aberdeen,Livingston,1,2,A,0,1,A,G Irvine,18,9,5,4,12,11,12,6,3,2,1,30.12
SC0,23/04/2022,15:00,Dundee,St Johnstone,1,1,D,1,0,H,B Madden,10,18,1,5,16,13,4,7,1,2,0,30.12
SC0,23/04/2022,15:00,St Mirren,Hibernian,0,1,A,0,0,D,E Anderson,11,7,2,2,9,16,5,3,1,2,0,30.12
SC0,10/04/2022,12:00,St Mirren,Rangers,0,4,A,0,2,A,J Beaton,7,22,3,8,9,3,4,5,1,0,0,30.12
SC0,09/04/2022,15:00,Aberdeen,Ross County,0,1,A,0,0,D,G Aitken,15,4,2,1,11,14,3,1,2,3,0,30.12
SC0,09/04/2022,15:00,Celtic,St Johnstone,7,0,H,3,0,H,A Dallas,23,1,10,0,3,5,7,2,0,0,0,30.12
SC0,09/04/2022,15:00,Dundee United,Dundee,2,2,D,1,0,H,S McLean,11,13,3,7,16,12,1,5,3,2,0,30.12
SC0,09/04/2022,15:00,Hearts,Hibernian,3,1,H,1,1,D,N Walsh,15,8,4,1,11,13,5,1,1,3,0,30.12
SC0,09/04/2022,15:00,Livingston,Motherwell,2,2,D,1,0,H,D Robertson,12,6,4,2,7,18,6,6,1,2,0,30.12
SC0,03/04/2022,12:00,Rangers,Celtic,1,2,A,1,2,A,W Collum,16,11,6,5,7,13,4,4,1,4,0,30.12
SC0,02/04/2022,15:00,Dundee,Aberdeen,2,2,D,0,1,A,J Beaton,13,21,5,8,11,17,2,7,1,1,0,30.12
SC0,02/04/2022,15:00,Hibernian,Dundee United,1,1,D,1,1,D,D Robertson,21,6,4,1,13,10,7,4,1,2,0,30.12
SC0,02/04/2022,15:00,Motherwell,St Mirren,4,2,H,3,2,H,C Napier,13,10,6,4,12,10,8,6,0,1,0,30.12
SC0,02/04/2022,15:00,Ross County,Hearts,1,1,D,1,1,D,G Duncan,18,19,5,4,16,13,6,4,3,1,0,30.12
SC0,02/04/2022,15:00,St Johnstone,Livingston,1,0,H,1,0,H,K Clancy,6,11,3,4,10,13,1,6,2,3,0,30.12
SC0,20/03/2022,12:00,Dundee,Rangers,1,2,A,1,0,H,B Madden,3,19,1,8,17,10,1,8,3,1,0,30.12
SC0,19/03/2022,15:00,Aberdeen,Hibernian,3,1,H,1,1,D,A Muir,14,7,5,2,17,14,4,5,2,4,0,31.12
SC0,19/03/2022,15:00,Celtic,Ross County,4,0,H,3,0,H,D Robertson,24,3,10,1,9,10,16,5,0,1,0,31.12
SC0,19/03/2022,15:00,Hearts,Livingston,2,0,H,1,0,H,E Anderson,14,6,5,2,8,11,6,5,0,4,0,30.12
SC0,19/03/2022,15:00,St Johnstone,Motherwell,2,1,H,1,1,D,D Munro,8,7,2,4,14,11,3,6,3,2,0,30.12
SC0,19/03/2022,15:00,St Mirren,Dundee United,1,2,A,1,0,H,N Walsh,10,14,1,5,8,8,11,9,3,0,1,30.12
SC0,09/03/2022,19:45,Dundee,St Mirren,0,1,A,0,0,D,J Beaton,7,12,1,3,8,10,5,4,0,2,0,30.12
SC0,06/03/2022,12:00,Livingston,Celtic,1,3,A,0,1,A,N Walsh,6,24,3,7,15,13,5,8,3,1,0,30.12
SC0,05/03/2022,15:00,Dundee United,Hearts,2,2,D,0,1,A,W Collum,8,14,2,3,14,7,2,5,4,2,0,30.12
SC0,05/03/2022,15:00,Hibernian,St Johnstone,0,0,D,0,0,D,C Napier,13,5,3,0,15,16,9,3,3,3,0,30.12
SC0,05/03/2022,15:00,Motherwell,Dundee,1,1,D,1,1,D,A Dallas,16,11,5,3,11,10,3,3,0,2,0,30.12
SC0,05/03/2022,15:00,Rangers,Aberdeen,1,0,H,0,0,D,J Beaton,20,2,2,0,12,16,11,2,1,3,0,30.12
SC0,05/03/2022,15:00,Ross County,St Mirren,1,0,H,0,0,D,D Dickinson,7,8,2,2,15,9,2,3,0,1,0,30.12
SC0,02/03/2022,19:45,Celtic,St Mirren,2,0,H,0,0,D,E Anderson,21,4,6,1,9,7,9,0,2,2,0,30.12
SC0,02/03/2022,19:45,Dundee,Hibernian,0,0,D,0,0,D,D Munro,5,12,1,4,8,12,3,8,2,3,0,31.12
SC0,02/03/2022,19:45,Hearts,Aberdeen,2,0,H,1,0,H,S McLean,13,7,4,4,15,11,6,1,1,1,0,30.12
SC0,02/03/2022,19:45,Livingston,Dundee United,2,1,H,1,1,D,C Steven,21,8,5,2,12,11,3,2,0,1,0,30.12
SC0,02/03/2022,19:45,Motherwell,Ross County,0,1,A,0,1,A,J Beaton,17,6,4,3,12,14,6,1,0,1,0,30.12
SC0,02/03/2022,19:45,St Johnstone,Rangers,0,1,A,0,1,A,W Collum,3,12,1,3,9,10,2,1,1,1,0,30.12
SC0,27/02/2022,12:00,Hibernian,Celtic,0,0,D,0,0,D,K Clancy,2,13,0,3,9,16,3,9,5,2,0,30.12
SC0,27/02/2022,15:00,Rangers,Motherwell,2,2,D,2,0,H,D Robertson,30,5,10,3,8,16,15,1,2,3,0,30.12
SC0,26/02/2022,15:00,Aberdeen,Dundee United,1,1,D,1,1,D,D Munro,13,6,5,3,10,17,3,3,2,2,0,30.12
SC0,26/02/2022,15:00,Dundee,Livingston,0,4,A,0,3,A,B Madden,9,17,1,6,11,13,5,4,2,0,0,30.12
SC0,26/02/2022,15:00,Ross County,St Johnstone,3,1,H,1,1,D,N Walsh,6,15,3,3,11,13,5,8,1,2,0,30.12
SC0,26/02/2022,15:00,St Mirren,Hearts,0,2,A,0,0,D,G Aitken,6,19,0,9,5,11,8,9,2,4,1,30.12
SC0,20/02/2022,12:00,Dundee United,Rangers,1,1,D,1,0,H,B Madden,5,29,2,3,12,6,6,11,3,1,0,30.12
SC0,20/02/2022,15:00,Celtic,Dundee,3,2,H,2,1,H,G Duncan,19,4,6,2,9,7,11,2,1,1,0,30.12
SC0,19/02/2022,15:00,Hibernian,Ross County,2,0,H,0,0,D,S McLean,15,4,6,3,14,13,7,4,3,4,0,30.12
SC0,19/02/2022,15:00,Livingston,St Mirren,1,1,D,0,0,D,W Collum,14,4,2,1,14,15,5,1,2,0,0,31.12
SC0,19/02/2022,15:00,Motherwell,Aberdeen,1,1,D,0,1,A,N Walsh,20,6,4,5,15,19,9,3,4,3,0,30.12
SC0,19/02/2022,15:00,St Johnstone,Hearts,2,1,H,1,1,D,G Irvine,14,13,4,5,11,9,6,8,2,0,0,30.12
SC0,15/02/2022,19:45,Aberdeen,St Johnstone,1,1,D,0,1,A,G Duncan,20,7,9,2,10,18,7,4,1,2,0,30.12
SC0,09/02/2022,19:45,Aberdeen,Celtic,2,3,A,0,2,A,W Collum,8,12,4,5,11,17,1,3,2,1,0,30.12
SC0,09/02/2022,19:45,Dundee United,Motherwell,2,0,H,1,0,H,A Muir,8,17,2,2,14,15,3,5,0,2,0,30.12
SC0,09/02/2022,19:45,Hearts,Dundee,1,2,A,1,0,H,C Steven,17,12,9,3,9,9,9,4,0,3,0,30.12
SC0,09/02/2022,19:45,Rangers,Hibernian,2,0,H,1,0,H,N Walsh,18,12,4,4,14,15,7,8,3,2,30.12,30.12
SC0,09/02/2022,19:45,Ross County,Livingston,1,1,D,0,0,D,D Munro,9,17,4,4,12,11,8,6,2,3,0,30.12
SC0,09/02/2022,19:45,St Mirren,St Johnstone,2,1,H,1,1,D,D Dickinson,13,9,4,4,6,14,5,5,2,3,0,30.12
SC0,06/02/2022,13:30,Motherwell,Celtic,0,4,A,0,3,A,J Beaton,7,18,1,10,17,13,4,10,3,1,0,30.12
SC0,06/02/2022,16:00,Rangers,Hearts,5,0,H,1,0,H,W Collum,22,9,11,3,12,12,4,3,2,2,0,30.12
SC0,05/02/2022,15:00,Dundee,Ross County,1,2,A,1,1,D,D Robertson,11,10,3,6,17,10,7,6,2,4,1,30.12
SC0,05/02/2022,15:00,Hibernian,St Mirren,0,1,A,0,0,D,G Aitken,17,9,6,4,11,12,8,2,2,1,0,30.12
SC0,05/02/2022,15:00,Livingston,Aberdeen,2,1,H,1,0,H,K Clancy,8,14,4,6,24,10,7,5,6,4,1,30.12
SC0,05/02/2022,15:00,St Johnstone,Dundee United,0,0,D,0,0,D,C Steven,7,14,2,3,8,9,7,13,1,2,1,30.12
SC0,02/02/2022,19:45,Celtic,Rangers,3,0,H,3,0,H,B Madden,11,9,7,2,14,10,10,2,2,3,0,30.12
SC0,01/02/2022,19:45,Dundee,Dundee United,0,0,D,0,0,D,J Beaton,12,11,5,0,16,14,11,6,1,0,0,30.12
SC0,01/02/2022,19:45,Hibernian,Hearts,0,0,D,0,0,D,D Robertson,11,12,2,4,13,13,3,5,2,3,0,30.12
SC0,01/02/2022,19:45,Livingston,St Johnstone,1,2,A,1,1,D,C Napier,13,10,2,5,13,14,4,6,3,2,1,30.12
SC0,01/02/2022,19:45,Ross County,Aberdeen,1,1,D,0,0,D,A Muir,5,19,2,7,22,21,2,5,5,3,0,30.12
SC0,01/02/2022,19:45,St Mirren,Motherwell,1,1,D,0,0,D,E Anderson,7,14,3,7,7,15,6,1,0,1,0,30.12
SC0,29/01/2022,12:30,Ross County,Rangers,3,3,D,2,1,H,N Walsh,6,26,4,12,10,7,4,8,3,0,0,30.12
SC0,29/01/2022,15:00,Celtic,Dundee United,1,0,H,0,0,D,E Anderson,21,7,8,0,10,7,14,2,1,2,1,30.12
SC0,29/01/2022,15:00,Hearts,Motherwell,2,0,H,1,0,H,C Napier,11,8,5,2,12,16,5,2,1,2,0,30.12
SC0,29/01/2022,15:00,Hibernian,Livingston,2,3,A,2,1,H,G Irvine,11,19,5,9,11,8,4,4,1,1,0,30.12
SC0,26/01/2022,19:45,Dundee United,Ross County,2,1,H,0,0,D,D Munro,24,16,5,5,10,14,6,6,1,4,0,30.12
SC0,26/01/2022,19:45,Hearts,Celtic,1,2,A,0,2,A,J Beaton,8,20,1,8,14,12,4,10,3,3,0,30.12
SC0,26/01/2022,19:45,Motherwell,Hibernian,0,0,D,0,0,D,A Dallas,9,4,2,0,14,14,4,5,2,2,1,30.12
SC0,26/01/2022,19:45,Rangers,Livingston,1,0,H,0,0,D,D Robertson,18,6,6,2,11,9,10,4,1,2,0,30.12
SC0,26/01/2022,19:45,St Johnstone,Dundee,0,0,D,0,0,D,B Madden,9,10,4,2,14,12,8,2,1,1,0,30.12
SC0,25/01/2022,19:45,St Mirren,Aberdeen,1,0,H,0,0,D,G Irvine,4,11,1,0,8,13,4,4,1,1,0,30.12
SC0,18/01/2022,19:45,Aberdeen,Rangers,1,1,D,0,1,A,K Clancy,15,7,3,4,7,21,6,4,4,3,0,31.12
SC0,18/01/2022,19:45,Dundee United,St Mirren,1,2,A,0,1,A,A Muir,16,11,4,3,17,10,8,8,3,1,0,30.12
SC0,18/01/2022,19:45,Hearts,St Johnstone,2,0,H,0,0,D,N Walsh,16,14,8,6,9,11,4,2,2,3,0,30.12
SC0,18/01/2022,19:45,Livingston,Dundee,2,0,H,0,0,D,D Dickinson,13,9,5,4,10,12,4,9,3,3,0,30.12
SC0,18/01/2022,19:45,Ross County,Motherwell,3,1,H,1,0,H,J Beaton,5,13,2,3,14,9,5,6,1,2,1,30.12
SC0,17/01/2022,19:45,Celtic,Hibernian,2,0,H,2,0,H,W Collum,21,5,5,0,14,9,8,1,1,2,0,30.12
SC0,26/12/2021,12:30,St Johnstone,Celtic,1,3,A,0,2,A,B Madden,5,25,1,10,11,9,3,9,2,1,0,30.12
SC0,26/12/2021,15:00,Aberdeen,Dundee,2,1,H,1,1,D,N Walsh,19,2,3,2,8,19,9,2,0,3,0,30.12
SC0,26/12/2021,15:00,Dundee United,Hibernian,1,3,A,0,1,A,W Collum,8,17,3,5,5,9,6,6,2,2,0,30.12
SC0,26/12/2021,15:00,Hearts,Ross County,2,1,H,2,0,H,D Munro,17,13,5,5,12,12,5,5,1,3,0,30.12
SC0,26/12/2021,15:00,Motherwell,Livingston,2,1,H,1,0,H,D Robertson,11,8,5,4,13,15,5,1,0,3,0,30.12
SC0,26/12/2021,15:00,Rangers,St Mirren,2,0,H,2,0,H,S McLean,25,1,7,0,14,5,7,1,1,2,0,30.12
SC0,22/12/2021,19:45,Hibernian,Aberdeen,1,0,H,0,0,D,A Muir,6,10,3,2,15,13,4,5,2,2,0,30.12
SC0,22/12/2021,19:45,St Johnstone,Ross County,1,2,A,1,1,D,W Collum,9,20,3,4,10,12,4,6,3,2,0,30.12
SC0,22/12/2021,19:45,St Mirren,Celtic,0,0,D,0,0,D,D Munro,4,31,1,8,8,12,3,16,2,2,0,30.12
SC0,18/12/2021,15:00,Dundee,Hearts,0,1,A,0,0,D,W Collum,4,13,1,1,23,10,3,9,4,2,0,30.12
SC0,18/12/2021,15:00,Livingston,Ross County,1,1,D,0,1,A,G Irvine,14,13,2,4,13,14,7,4,2,4,0,30.12
SC0,18/12/2021,15:00,Motherwell,St Johnstone,2,0,H,1,0,H,N Walsh,7,9,2,1,12,12,7,4,1,0,0,30.12
SC0,18/12/2021,15:00,Rangers,Dundee United,1,0,H,0,0,D,A Muir,16,5,5,1,9,10,6,2,1,3,0,30.12
SC0,15/12/2021,19:45,Rangers,St Johnstone,2,0,H,1,0,H,E Anderson,27,5,8,1,7,11,7,3,1,3,0,30.12
SC0,15/12/2021,19:45,Ross County,Celtic,1,2,A,0,1,A,A Muir,7,25,2,8,13,9,4,7,3,1,0,31.12
SC0,14/12/2021,19:45,Hibernian,Dundee,1,0,H,1,0,H,G Duncan,11,4,3,1,13,17,5,2,0,1,0,31.12
SC0,12/12/2021,12:00,Hearts,Rangers,0,2,A,0,2,A,N Walsh,16,12,8,6,15,10,10,5,4,5,1,30.12
SC0,12/12/2021,15:00,Celtic,Motherwell,1,0,H,1,0,H,E Anderson,26,9,7,1,10,14,10,2,0,2,0,30.12
SC0,11/12/2021,15:00,Dundee United,Livingston,0,1,A,0,0,D,G Duncan,16,9,3,2,13,15,3,1,3,3,0,30.12
SC0,11/12/2021,15:00,Ross County,Dundee,3,2,H,1,2,A,B Madden,7,14,5,5,13,15,4,6,1,3,0,30.12
SC0,11/12/2021,15:00,St Johnstone,Aberdeen,0,1,A,0,0,D,G Aitken,8,14,3,5,12,7,4,4,3,3,0,30.12
SC0,11/12/2021,15:00,St Mirren,Hibernian,1,1,D,0,0,D,K Clancy,7,10,3,5,10,19,4,5,4,4,0,30.12
SC0,08/12/2021,19:45,Livingston,Hibernian,1,0,H,1,0,H,D Robertson,10,15,4,3,6,11,4,5,3,1,0,1.1
SC0,05/12/2021,12:00,Dundee United,Celtic,0,3,A,0,2,A,D Robertson,6,24,2,10,9,6,1,12,1,1,0,30.12
SC0,05/12/2021,15:00,Livingston,Hearts,0,1,A,0,0,D,K Clancy,14,11,6,4,12,13,2,3,3,4,0,30.12
SC0,04/12/2021,15:00,Aberdeen,St Mirren,4,1,H,3,1,H,W Collum,24,11,11,6,13,7,6,9,0,1,0,30.12
SC0,04/12/2021,15:00,Hibernian,Motherwell,1,1,D,1,0,H,C Steven,17,12,4,5,8,14,8,0,2,3,0,30.12
SC0,04/12/2021,15:00,Rangers,Dundee,3,0,H,1,0,H,A Muir,26,5,14,2,9,10,11,4,1,3,0,30.12
SC0,02/12/2021,19:45,Celtic,Hearts,1,0,H,1,0,H,B Madden,25,9,5,2,12,9,13,6,1,0,0,30.12
SC0,01/12/2021,19:45,Aberdeen,Livingston,2,0,H,1,0,H,C Napier,18,3,6,0,10,17,4,1,0,0,0,31.12
SC0,01/12/2021,19:45,Dundee,St Johnstone,1,0,H,1,0,H,A Dallas,20,10,4,2,9,14,6,5,0,1,0,30.12
SC0,01/12/2021,19:45,Hibernian,Rangers,0,1,A,0,0,D,J Beaton,4,14,1,4,15,14,6,6,2,1,0,30.12
SC0,01/12/2021,19:45,St Mirren,Ross County,0,0,D,0,0,D,D Dickinson,27,12,11,7,11,16,13,3,5,4,0,30.12
SC0,30/11/2021,19:45,Motherwell,Dundee United,1,0,H,1,0,H,S McLean,20,7,2,2,18,17,3,5,2,2,1,30.12
SC0,28/11/2021,12:00,Livingston,Rangers,1,3,A,1,2,A,D Munro,7,20,4,8,14,12,3,7,3,1,0,30.12
SC0,28/11/2021,15:00,Celtic,Aberdeen,2,1,H,1,1,D,K Clancy,20,4,5,2,12,10,14,3,2,1,0,30.12
SC0,27/11/2021,15:00,Dundee,Motherwell,3,0,H,2,0,H,C Napier,12,10,6,3,17,20,5,4,3,3,0,30.12
SC0,27/11/2021,15:00,Hearts,St Mirren,2,0,H,0,0,D,A Muir,16,19,7,7,13,11,5,7,2,2,0,31.12
SC0,27/11/2021,15:00,Ross County,Dundee United,1,1,D,0,0,D,G Aitken,9,8,5,4,11,12,5,2,1,2,1,30.12
SC0,27/11/2021,15:00,St Johnstone,Hibernian,1,2,A,1,0,H,E Anderson,2,20,0,4,10,11,1,11,2,1,1,30.12
SC0,24/11/2021,19:45,Ross County,Hibernian,1,0,H,0,0,D,G Duncan,10,6,5,4,10,11,6,3,2,1,0,1.1
SC0,20/11/2021,15:00,Dundee United,Aberdeen,1,0,H,0,0,D,B Madden,8,12,2,4,7,13,4,3,1,1,1,31.12
SC0,20/11/2021,15:00,Motherwell,Hearts,2,0,H,1,0,H,W Collum,20,6,7,4,15,18,9,4,1,0,0,31.12
SC0,20/11/2021,15:00,St Mirren,Livingston,1,1,D,0,0,D,S McLean,11,9,4,5,13,16,7,3,1,0,0,30.12
SC0,07/11/2021,12:00,Dundee,Celtic,2,4,A,1,2,A,A Muir,5,24,4,7,16,10,2,13,5,2,0,30.12
SC0,07/11/2021,15:00,Rangers,Ross County,4,2,H,2,1,H,D Munro,19,5,9,2,11,8,9,1,1,2,0,30.12
SC0,06/11/2021,15:00,Aberdeen,Motherwell,0,2,A,0,0,D,D Robertson,18,2,8,2,14,23,13,2,3,5,0,30.12
SC0,06/11/2021,15:00,Hearts,Dundee United,5,2,H,2,1,H,J Beaton,22,12,12,6,8,13,8,6,0,3,0,30.12
SC0,06/11/2021,15:00,St Johnstone,St Mirren,0,0,D,0,0,D,G Aitken,6,14,2,3,13,16,1,4,3,3,1,30.12
SC0,31/10/2021,12:00,Motherwell,Rangers,1,6,A,1,2,A,N Walsh,3,30,2,12,12,10,2,12,1,0,1,30.12
SC0,30/10/2021,15:00,Aberdeen,Hearts,2,1,H,0,1,A,K Clancy,17,5,5,1,15,15,5,5,2,2,0,31.12
SC0,30/10/2021,15:00,Celtic,Livingston,0,0,D,0,0,D,B Madden,16,2,2,0,10,10,6,3,0,0,0,31.12
