Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
E2,23/04/2022,15:00,Rotherham,Oxford,2,1,H,1,1,D,C Breakspear,16,6,6,2,12,14,6,3,3,2,0,30.12
E2,23/04/2022,15:00,Sunderland,Cambridge,5,1,H,3,1,H,P Wright,28,4,11,1,10,10,4,2,0,2,0,31.12
E2,23/04/2022,15:00,Wigan,Plymouth,1,1,D,0,0,D,S Stockbridge,11,5,4,2,12,8,15,3,3,1,0,30.12
E2,23/04/2022,15:00,Wycombe,Sheffield Weds,1,0,H,0,0,D,A Davies,6,15,3,3,13,8,2,12,2,2,0,30.12
E2,19/04/2022,19:45,Burton,Rotherham,2,0,H,1,0,H,T Reeves,13,21,7,5,14,8,6,13,2,2,0,30.12
E2,19/04/2022,19:45,Cambridge,Charlton,0,2,A,0,0,D,P Howard,10,14,1,9,9,13,8,7,0,2,0,30.12
E2,19/04/2022,19:45,Ipswich,Wigan,2,2,D,0,1,A,W Finnie,10,7,4,5,12,9,5,2,4,2,0,30.12
E2,19/04/2022,19:45,Oxford,Milton Keynes Dons,1,0,H,0,0,D,A Backhouse,8,10,2,2,10,6,8,3,3,0,0,30.12
E2,19/04/2022,19:45,Sheffield Weds,Crewe,1,0,H,0,0,D,C Breakspear,18,1,5,1,12,10,7,4,1,2,0,30.12
E2,18/04/2022,15:00,AFC Wimbledon,Wycombe,1,1,D,1,0,H,S Barrott,9,17,2,5,16,12,2,7,2,2,0,30.12
E2,18/04/2022,15:00,Bolton,Accrington,3,1,H,1,0,H,T Bramall,17,15,3,6,11,13,3,1,4,4,0,31.12
E2,18/04/2022,15:00,Gillingham,Fleetwood Town,0,0,D,0,0,D,J Linington,16,7,6,3,8,7,1,3,3,0,1,31.12
E2,18/04/2022,15:00,Lincoln,Cheltenham,3,0,H,3,0,H,S Mather,15,11,8,4,7,22,6,2,0,3,0,30.12
E2,18/04/2022,15:00,Morecambe,Portsmouth,1,1,D,0,1,A,R Madley,19,9,5,3,12,5,10,5,1,0,0,30.12
E2,18/04/2022,15:00,Plymouth,Sunderland,0,0,D,0,0,D,C Brook,7,10,1,2,11,12,7,3,1,2,0,30.12
E2,18/04/2022,15:00,Shrewsbury,Doncaster,3,3,D,3,0,H,A Kitchen,19,17,8,8,10,6,8,4,1,0,0,30.12
E2,16/04/2022,12:30,Rotherham,Ipswich,1,0,H,0,0,D,P Wright,14,3,3,1,4,16,10,6,1,5,0,30.12
E2,16/04/2022,17:15,Wigan,Cambridge,1,2,A,0,2,A,R Joyce,11,9,2,5,10,7,8,4,2,3,0,30.12
E2,16/04/2022,19:45,Milton Keynes Dons,Sheffield Weds,2,3,A,1,3,A,B Toner,10,6,4,4,9,16,3,2,2,3,0,30.12
E2,15/04/2022,15:00,Accrington,Burton,0,0,D,0,0,D,O Yates,17,6,5,2,10,11,5,7,1,2,0,30.12
E2,15/04/2022,15:00,Charlton,Morecambe,2,3,A,0,2,A,M Edwards,23,11,4,4,6,5,6,6,1,0,0,30.12
E2,15/04/2022,15:00,Cheltenham,Gillingham,2,2,D,1,1,D,D Rock,18,12,10,6,15,15,5,5,2,1,0,30.12
E2,15/04/2022,15:00,Crewe,AFC Wimbledon,3,1,H,0,1,A,D Webb,21,12,5,5,4,12,6,5,0,0,0,30.12
E2,15/04/2022,15:00,Doncaster,Bolton,1,2,A,0,0,D,J Oldham,19,11,6,2,12,14,8,3,2,4,0,30.12
E2,15/04/2022,15:00,Fleetwood Town,Oxford,2,3,A,1,3,A,R Madley,19,11,6,5,9,10,5,0,1,2,0,30.12
E2,15/04/2022,15:00,Portsmouth,Lincoln,3,2,H,0,0,D,T Kettle,17,26,7,6,12,8,5,7,1,1,0,30.12
E2,15/04/2022,15:00,Sunderland,Shrewsbury,3,2,H,2,0,H,D Bond,18,9,7,3,6,11,4,2,2,3,0,30.12
E2,15/04/2022,15:00,Wycombe,Plymouth,2,0,H,2,0,H,D Drysdale,13,9,5,2,12,7,5,2,2,0,0,30.12
E2,12/04/2022,19:45,Burton,Wigan,0,0,D,0,0,D,A Haines,9,10,3,2,16,11,5,4,3,3,0,30.12
E2,12/04/2022,19:45,Portsmouth,Rotherham,3,0,H,1,0,H,D Rock,10,9,6,1,17,17,5,4,2,3,0,30.12
E2,09/04/2022,15:00,AFC Wimbledon,Milton Keynes Dons,1,1,D,1,0,H,J Oldham,8,14,3,6,17,11,1,6,3,2,0,30.12
E2,09/04/2022,15:00,Bolton,Sheffield Weds,1,1,D,0,0,D,C Brook,8,21,2,5,12,15,4,10,4,2,0,30.12
E2,09/04/2022,15:00,Burton,Plymouth,0,0,D,0,0,D,L Doughty,6,9,3,2,17,11,1,3,2,1,0,30.12
E2,09/04/2022,15:00,Cambridge,Morecambe,2,1,H,1,0,H,C Boyeson,15,19,5,5,12,12,3,5,0,1,0,30.12
E2,09/04/2022,15:00,Cheltenham,Portsmouth,1,0,H,0,0,D,O Yates,19,17,7,5,8,9,7,9,1,0,0,30.12
E2,09/04/2022,15:00,Doncaster,Crewe,2,0,H,1,0,H,D Bourne,19,12,9,2,15,12,7,2,1,2,0,30.12
E2,09/04/2022,15:00,Fleetwood Town,Accrington,1,2,A,1,0,H,J Simpson,11,24,3,7,21,14,5,9,1,3,1,30.12
E2,09/04/2022,15:00,Gillingham,Wycombe,1,1,D,0,1,A,S Mather,18,13,5,6,12,10,6,3,2,1,0,31.12
E2,09/04/2022,15:00,Lincoln,Wigan,1,3,A,1,2,A,S Oldham,13,14,4,6,8,14,5,8,1,4,0,30.12
E2,09/04/2022,15:00,Oxford,Sunderland,1,2,A,1,1,D,B Toner,20,11,6,5,9,14,5,4,0,2,0,30.12
E2,09/04/2022,15:00,Rotherham,Charlton,0,1,A,0,0,D,R Joyce,10,9,1,5,9,12,9,3,0,1,0,30.12
E2,09/04/2022,15:00,Shrewsbury,Ipswich,1,1,D,0,1,A,D Handley,5,8,1,4,13,12,3,3,4,3,0,31.12
E2,05/04/2022,19:45,AFC Wimbledon,Charlton,1,1,D,0,0,D,N Hair,14,8,4,3,14,13,10,3,1,2,0,31.12
E2,05/04/2022,19:45,Cambridge,Wycombe,1,4,A,0,1,A,W Finnie,9,18,2,6,8,11,3,6,1,0,0,30.12
E2,05/04/2022,19:45,Fleetwood Town,Lincoln,1,1,D,1,0,H,P Wright,17,12,4,4,15,11,4,5,2,3,0,30.12
E2,05/04/2022,19:45,Milton Keynes Dons,Crewe,2,1,H,2,0,H,R Joyce,9,4,4,1,12,14,5,3,0,1,0,30.12
E2,05/04/2022,19:45,Morecambe,Oxford,2,1,H,2,1,H,R Lewis,6,20,3,7,12,8,1,9,2,1,0,30.12
E2,05/04/2022,19:45,Wigan,Accrington,3,0,H,2,0,H,A Backhouse,14,14,7,3,14,15,5,2,1,2,0,30.12
E2,05/04/2022,20:00,Bolton,Portsmouth,1,1,D,0,0,D,M Edwards,12,12,6,5,10,11,1,3,2,0,0,30.12
E2,02/04/2022,12:30,Wigan,Bolton,1,1,D,1,0,H,S Barrott,10,5,1,2,11,9,4,3,1,1,0,30.12
E2,02/04/2022,15:00,Accrington,Cheltenham,4,4,D,2,1,H,R Lewis,21,7,8,6,13,10,6,2,1,1,1,30.12
E2,02/04/2022,15:00,Charlton,Lincoln,1,2,A,0,1,A,R Madley,17,10,3,4,12,7,9,4,0,1,1,31.12
E2,02/04/2022,15:00,Crewe,Fleetwood Town,1,3,A,1,1,D,W Finnie,17,13,7,7,7,10,10,1,0,0,0,30.12
E2,02/04/2022,15:00,Ipswich,Cambridge,0,1,A,0,0,D,C Hicks,12,8,6,3,11,4,6,5,4,3,0,30.12
E2,02/04/2022,15:00,Milton Keynes Dons,Shrewsbury,2,0,H,1,0,H,M Coy,10,7,6,2,3,12,4,2,0,5,0,30.12
E2,02/04/2022,15:00,Morecambe,Burton,3,0,H,2,0,H,R Joyce,22,8,8,2,6,10,11,7,1,1,0,31.12
E2,02/04/2022,15:00,Plymouth,Oxford,1,0,H,0,0,D,O Yates,11,8,1,2,11,14,1,3,1,3,0,30.12
E2,02/04/2022,15:00,Sheffield Weds,AFC Wimbledon,2,1,H,1,1,D,P Wright,16,7,5,3,8,7,9,4,2,1,0,30.12
E2,02/04/2022,15:00,Sunderland,Gillingham,1,0,H,0,0,D,O Langford,25,5,5,0,12,13,8,1,2,4,0,30.12
E2,02/04/2022,15:00,Wycombe,Doncaster,2,0,H,1,0,H,J Busby,19,17,9,5,12,9,11,4,1,1,0,30.12
E2,26/03/2022,15:00,Accrington,Gillingham,1,2,A,0,0,D,S Oldham,20,10,8,4,10,15,5,4,2,1,0,30.12
E2,26/03/2022,15:00,AFC Wimbledon,Cambridge,0,1,A,0,0,D,D Handley,6,5,1,2,16,13,4,2,2,2,0,30.12
E2,26/03/2022,15:00,Doncaster,Charlton,0,1,A,0,0,D,S Allison,8,14,1,9,6,11,3,2,1,4,0,30.12
E2,26/03/2022,15:00,Ipswich,Plymouth,1,0,H,1,0,H,D Rock,18,3,4,0,13,9,4,4,2,1,0,30.12
E2,26/03/2022,15:00,Sheffield Weds,Cheltenham,4,1,H,1,1,D,L Doughty,15,8,6,3,14,11,8,2,1,3,0,30.12
E2,26/03/2022,15:00,Shrewsbury,Lincoln,1,0,H,0,0,D,C Pollard,12,6,3,0,19,8,8,5,3,0,0,30.12
E2,22/03/2022,19:45,Plymouth,Cheltenham,2,0,H,2,0,H,C Pollard,17,16,6,9,9,3,5,3,0,1,0,30.12
E2,19/03/2022,15:00,Cambridge,Milton Keynes Dons,0,1,A,0,0,D,S Barrott,11,8,2,4,14,12,1,8,1,3,0,30.12
E2,19/03/2022,15:00,Charlton,Burton,2,0,H,2,0,H,R Welch,7,13,3,0,12,13,1,5,0,6,0,30.12
E2,19/03/2022,15:00,Cheltenham,AFC Wimbledon,3,1,H,0,1,A,S Oldham,14,11,4,4,7,10,5,2,2,1,0,30.12
E2,19/03/2022,15:00,Crewe,Bolton,0,1,A,0,0,D,S Purkiss,2,16,1,5,13,16,7,7,1,1,0,30.12
E2,19/03/2022,15:00,Fleetwood Town,Doncaster,0,0,D,0,0,D,P Howard,10,8,3,4,10,15,6,5,0,1,0,30.12
E2,19/03/2022,15:00,Gillingham,Sheffield Weds,0,0,D,0,0,D,G Ward,10,12,6,2,9,12,4,4,3,3,0,30.12
E2,19/03/2022,15:00,Lincoln,Sunderland,0,0,D,0,0,D,C Hicks,8,16,2,4,15,15,7,9,2,1,0,30.12
E2,19/03/2022,15:00,Oxford,Ipswich,1,1,D,0,0,D,M Edwards,16,12,4,6,8,10,5,4,2,2,0,30.12
E2,19/03/2022,15:00,Plymouth,Accrington,4,0,H,2,0,H,C Breakspear,16,16,7,4,7,12,6,9,1,1,0,31.12
E2,19/03/2022,15:00,Portsmouth,Wycombe,0,0,D,0,0,D,B Speedie,6,15,1,4,13,21,2,8,3,1,0,30.12
E2,19/03/2022,15:00,Rotherham,Shrewsbury,0,3,A,0,1,A,A Backhouse,12,18,2,10,5,11,6,7,1,3,1,30.12
E2,19/03/2022,15:00,Wigan,Morecambe,4,1,H,2,0,H,J Oldham,20,5,10,2,6,10,6,3,0,1,0,30.12
E2,15/03/2022,19:45,Charlton,Gillingham,1,0,H,1,0,H,W Finnie,16,7,4,2,10,10,4,4,2,1,0,30.12
E2,15/03/2022,19:45,Crewe,Wigan,0,2,A,0,1,A,B Toner,7,13,2,4,14,14,2,5,1,2,0,30.12
E2,15/03/2022,19:45,Plymouth,Portsmouth,1,0,H,0,0,D,S Purkiss,20,13,6,0,10,9,4,10,2,2,0,30.12
E2,15/03/2022,19:45,Rotherham,Lincoln,2,1,H,2,0,H,A Haines,13,10,7,3,15,12,6,3,2,2,0,30.12
E2,15/03/2022,19:45,Sheffield Weds,Accrington,1,1,D,0,0,D,R Joyce,12,7,5,2,13,6,7,1,1,0,0,30.12
E2,15/03/2022,19:45,Shrewsbury,Morecambe,5,0,H,1,0,H,D Drysdale,14,8,6,0,9,7,0,2,0,2,0,30.12
E2,15/03/2022,19:45,Wycombe,Fleetwood Town,1,0,H,0,0,D,J Smith,19,9,3,4,20,12,3,3,2,2,0,30.12
E2,12/03/2022,15:00,Accrington,Charlton,2,1,H,2,1,H,S Mather,17,5,6,3,16,19,2,6,3,3,1,30.12
E2,12/03/2022,15:00,AFC Wimbledon,Lincoln,0,2,A,0,1,A,C Brook,13,7,5,5,17,13,10,2,4,3,0,31.12
E2,12/03/2022,15:00,Bolton,Plymouth,0,1,A,0,1,A,R Lewis,14,9,5,6,11,7,6,5,0,0,0,30.12
E2,12/03/2022,15:00,Burton,Fleetwood Town,3,2,H,0,1,A,O Langford,22,10,6,5,9,8,10,5,1,2,0,30.12
E2,12/03/2022,15:00,Doncaster,Gillingham,0,1,A,0,1,A,A Backhouse,15,8,4,3,10,8,6,2,1,0,0,30.12
E2,12/03/2022,15:00,Ipswich,Portsmouth,0,0,D,0,0,D,C Sarginson,14,6,3,1,12,8,11,3,2,2,0,30.12
E2,12/03/2022,15:00,Milton Keynes Dons,Wigan,1,1,D,0,0,D,R Madley,5,6,2,1,11,15,6,4,2,3,0,30.12
E2,12/03/2022,15:00,Morecambe,Cheltenham,1,3,A,0,1,A,A Kitchen,22,18,8,9,3,6,6,6,0,1,0,30.12
E2,12/03/2022,15:00,Sheffield Weds,Cambridge,6,0,H,4,0,H,S Stockbridge,23,6,10,2,9,5,6,2,0,0,0,30.12
E2,12/03/2022,15:00,Shrewsbury,Oxford,1,2,A,0,1,A,A Davies,14,8,5,3,12,3,8,0,1,0,0,30.12
E2,12/03/2022,15:00,Sunderland,Crewe,2,0,H,0,0,D,N Hair,14,3,7,1,13,11,7,2,5,3,0,30.12
E2,12/03/2022,15:00,Wycombe,Rotherham,0,0,D,0,0,D,C Hicks,12,12,1,4,10,12,2,2,1,2,0,30.12
E2,08/03/2022,19:45,Crewe,Portsmouth,1,3,A,0,2,A,A Kitchen,17,17,4,12,13,11,7,5,1,2,0,30.12
E2,08/03/2022,19:45,Ipswich,Lincoln,2,0,H,2,0,H,T Reeves,17,4,3,1,12,10,9,3,1,3,0,30.12
E2,08/03/2022,19:45,Milton Keynes Dons,Cheltenham,3,1,H,2,0,H,C Hicks,9,9,6,4,13,9,3,4,0,1,0,30.12
E2,08/03/2022,19:45,Plymouth,AFC Wimbledon,2,0,H,1,0,H,S Allison,9,10,2,2,8,9,6,6,2,0,0,30.12
E2,08/03/2022,19:45,Sunderland,Fleetwood Town,3,1,H,0,1,A,S Barrott,14,11,7,5,13,13,3,2,2,0,0,31.12
E2,08/03/2022,20:00,Bolton,Morecambe,1,1,D,0,1,A,C Sarginson,25,4,4,3,8,14,13,1,0,4,0,30.12
E2,05/03/2022,15:00,Cambridge,Shrewsbury,0,0,D,0,0,D,N Hair,5,21,0,4,6,13,3,11,1,2,0,30.12
E2,05/03/2022,15:00,Charlton,Sunderland,0,0,D,0,0,D,A Backhouse,8,17,0,8,10,16,1,9,4,1,0,30.12
E2,05/03/2022,15:00,Cheltenham,Doncaster,4,0,H,2,0,H,P Wright,21,7,6,2,11,14,4,1,3,1,0,31.12
E2,05/03/2022,15:00,Crewe,Wycombe,1,3,A,0,1,A,A Haines,9,16,2,5,7,13,5,1,2,1,0,30.12
E2,05/03/2022,15:00,Fleetwood Town,Ipswich,0,2,A,0,0,D,A Kitchen,6,11,3,4,9,8,3,4,1,2,0,30.12
E2,05/03/2022,15:00,Gillingham,Bolton,0,3,A,0,1,A,C Hicks,8,19,1,9,9,8,7,4,0,1,1,30.12
E2,05/03/2022,15:00,Lincoln,Sheffield Weds,3,1,H,1,1,D,M Coy,14,15,9,1,12,8,8,7,2,1,0,30.12
E2,05/03/2022,15:00,Oxford,Burton,4,1,H,4,1,H,S Purkiss,24,16,9,7,7,9,10,7,0,1,0,30.12
E2,05/03/2022,15:00,Plymouth,Morecambe,2,0,H,2,0,H,A Young,11,9,4,4,5,10,7,3,0,2,0,30.12
E2,05/03/2022,15:00,Portsmouth,Accrington,4,0,H,2,0,H,C Brook,11,25,4,6,12,8,6,9,2,2,1,30.12
E2,05/03/2022,15:00,Rotherham,Milton Keynes Dons,1,2,A,1,0,H,M Edwards,16,4,4,3,17,9,4,3,1,2,0,31.12
E2,05/03/2022,15:00,Wigan,AFC Wimbledon,1,0,H,1,0,H,O Langford,22,8,9,3,14,15,9,2,2,0,0,30.12
E2,01/03/2022,19:45,Portsmouth,Oxford,3,2,H,2,1,H,S Allison,9,13,5,3,12,14,3,4,1,1,0,30.12
E2,01/03/2022,19:45,Sheffield Weds,Burton,5,2,H,2,1,H,S Barrott,19,12,6,3,11,9,8,1,2,2,0,30.12
E2,01/03/2022,19:45,Shrewsbury,Rotherham,0,0,D,0,0,D,C Brook,14,14,5,2,13,6,6,7,1,0,0,30.12
E2,01/03/2022,19:45,Wigan,Fleetwood Town,2,0,H,2,0,H,M Coy,20,6,5,2,11,11,9,1,3,0,1,31.12
E2,01/03/2022,19:45,Wycombe,Cambridge,3,0,H,2,0,H,J Oldham,14,9,4,3,13,5,5,2,2,1,0,30.12
E2,26/02/2022,15:00,Accrington,Wycombe,3,2,H,1,2,A,R Madley,13,10,5,3,10,15,3,4,2,3,1,30.12
E2,26/02/2022,15:00,AFC Wimbledon,Doncaster,2,2,D,1,0,H,R Lewis,14,8,3,3,14,16,8,0,2,3,0,30.12
E2,26/02/2022,15:00,Burton,Shrewsbury,0,2,A,0,1,A,B Speedie,12,7,2,3,14,6,11,4,0,0,0,30.12
E2,26/02/2022,15:00,Cheltenham,Crewe,1,2,A,0,1,A,A Backhouse,14,6,4,2,17,12,8,7,2,2,0,30.12
E2,26/02/2022,15:00,Lincoln,Gillingham,0,2,A,0,0,D,R Joyce,10,10,2,4,7,17,3,3,2,4,0,30.12
E2,26/02/2022,15:00,Milton Keynes Dons,Bolton,2,0,H,1,0,H,S Stockbridge,10,7,6,1,8,15,3,7,0,1,0,30.12
E2,26/02/2022,15:00,Morecambe,Ipswich,1,1,D,0,0,D,M Donohue,4,22,1,8,5,10,0,12,0,2,0,30.12
E2,26/02/2022,15:00,Oxford,Cambridge,4,2,H,1,1,D,C Breakspear,17,8,5,5,10,9,7,1,2,3,0,30.12
E2,26/02/2022,15:00,Plymouth,Rotherham,0,1,A,0,0,D,W Finnie,16,15,6,5,8,12,6,4,2,2,0,30.12
E2,26/02/2022,15:00,Portsmouth,Fleetwood Town,3,3,D,1,3,A,A Young,23,5,6,4,10,13,8,2,1,3,0,30.12
E2,26/02/2022,15:00,Sheffield Weds,Charlton,2,0,H,2,0,H,O Langford,10,4,3,1,12,14,9,4,3,2,0,30.12
E2,26/02/2022,15:00,Wigan,Sunderland,0,3,A,0,2,A,S Purkiss,6,13,3,4,16,17,2,6,4,6,0,30.12
E2,22/02/2022,19:45,Cambridge,Plymouth,2,0,H,2,0,H,R Madley,14,9,8,1,6,11,8,7,2,2,0,30.12
E2,22/02/2022,19:45,Charlton,Milton Keynes Dons,0,2,A,0,1,A,S Purkiss,7,9,0,3,17,6,4,3,1,0,0,30.12
E2,22/02/2022,19:45,Crewe,Oxford,0,1,A,0,0,D,S Oldham,10,19,1,2,11,11,4,8,2,2,0,30.12
E2,22/02/2022,19:45,Doncaster,Accrington,2,0,H,0,0,D,A Haines,11,24,3,9,9,8,3,6,0,2,0,30.12
E2,22/02/2022,19:45,Gillingham,AFC Wimbledon,0,0,D,0,0,D,C Sarginson,20,11,4,2,9,4,7,1,2,1,0,30.12
E2,22/02/2022,19:45,Ipswich,Cheltenham,0,0,D,0,0,D,A Davies,17,6,4,1,9,11,8,1,1,4,0,30.12
E2,22/02/2022,19:45,Rotherham,Morecambe,2,0,H,2,0,H,S Mather,20,17,4,7,10,15,4,8,1,1,0,30.12
E2,22/02/2022,19:45,Shrewsbury,Portsmouth,1,2,A,1,1,D,S Stockbridge,8,15,1,6,9,12,7,7,0,1,1,30.12
E2,22/02/2022,19:45,Sunderland,Burton,1,1,D,0,0,D,O Yates,21,11,7,6,9,14,9,4,1,2,0,30.12
E2,22/02/2022,19:45,Wycombe,Wigan,1,3,A,1,0,H,T Bramall,10,11,3,5,9,16,1,7,0,1,0,30.12
E2,22/02/2022,20:00,Bolton,Lincoln,3,1,H,0,0,D,S Allison,15,8,5,3,16,9,5,6,3,0,0,30.12
E2,19/02/2022,15:00,Bolton,AFC Wimbledon,4,0,H,1,0,H,R Welch,17,6,4,1,8,11,6,2,1,1,0,30.12
E2,19/02/2022,15:00,Cambridge,Accrington,2,0,H,0,0,D,L Swabey,8,18,4,3,8,10,5,10,0,1,0,30.12
E2,19/02/2022,15:00,Charlton,Oxford,0,4,A,0,2,A,C Boyeson,6,12,2,7,8,14,4,8,6,4,1,30.12
E2,19/02/2022,15:00,Doncaster,Sheffield Weds,1,3,A,1,0,H,C Hicks,6,14,4,5,9,9,0,9,1,1,0,30.12
E2,19/02/2022,15:00,Gillingham,Plymouth,0,2,A,0,0,D,P Howard,2,22,0,5,9,12,2,2,1,1,0,30.12
E2,19/02/2022,15:00,Ipswich,Burton,3,0,H,1,0,H,C Brook,17,10,6,4,13,9,5,9,1,2,0,30.12
E2,19/02/2022,15:00,Sunderland,Milton Keynes Dons,1,2,A,0,0,D,O Yates,8,6,1,5,10,13,8,5,1,2,0,30.12
E2,19/02/2022,15:00,Wycombe,Cheltenham,5,5,D,3,1,H,N Hair,10,11,6,5,17,8,2,4,3,1,0,30.12
E2,18/02/2022,19:45,Rotherham,Wigan,1,1,D,0,1,A,J Simpson,5,3,2,1,16,21,6,1,2,4,0,30.12
E2,15/02/2022,19:45,Burton,Bolton,3,1,H,3,0,H,S Oldham,10,18,5,9,14,7,8,4,1,1,0,30.12
E2,15/02/2022,19:45,Lincoln,Doncaster,0,1,A,0,0,D,B Speedie,14,8,5,1,10,13,9,1,0,1,1,30.12
E2,15/02/2022,19:45,Wigan,Crewe,2,0,H,0,0,D,T Reeves,20,6,9,0,17,16,3,1,2,1,0,30.12
E2,13/02/2022,12:00,Sheffield Weds,Rotherham,0,2,A,0,0,D,D Drysdale,15,9,6,2,12,6,6,5,2,0,0,30.12
E2,12/02/2022,15:00,Accrington,Crewe,4,1,H,1,0,H,S Barrott,15,10,8,4,13,15,3,4,2,3,0,30.12
E2,12/02/2022,15:00,AFC Wimbledon,Sunderland,1,1,D,1,1,D,S Mather,11,8,6,1,22,18,9,5,4,7,1,30.12
E2,12/02/2022,15:00,Burton,Cambridge,2,2,D,1,1,D,M Edwards,14,9,3,2,7,11,6,4,1,1,0,30.12
E2,12/02/2022,15:00,Cheltenham,Fleetwood Town,2,0,H,2,0,H,R Madley,11,7,3,1,7,7,10,0,1,2,0,30.12
E2,12/02/2022,15:00,Lincoln,Wycombe,1,1,D,1,0,H,O Yates,7,28,4,6,14,16,5,2,5,0,0,31.12
E2,12/02/2022,15:00,Milton Keynes Dons,Ipswich,0,0,D,0,0,D,O Langford,7,9,4,2,9,14,7,6,3,3,0,30.12
E2,12/02/2022,15:00,Morecambe,Gillingham,1,1,D,0,0,D,P Wright,22,8,5,3,9,11,4,2,0,2,0,30.12
E2,12/02/2022,15:00,Oxford,Bolton,2,3,A,2,2,D,G Ward,13,6,5,5,9,10,10,1,3,1,0,30.12
E2,12/02/2022,15:00,Plymouth,Shrewsbury,1,0,H,0,0,D,J Oldham,14,6,4,2,6,21,8,6,3,1,0,30.12
E2,12/02/2022,15:00,Portsmouth,Doncaster,4,0,H,0,0,D,T Reeves,15,8,9,3,12,13,3,1,1,0,0,30.12
E2,12/02/2022,15:00,Wigan,Charlton,2,1,H,1,1,D,T Nield,8,6,3,1,9,18,6,2,1,3,0,30.12
E2,08/02/2022,19:45,Accrington,Oxford,2,0,H,1,0,H,M Coy,15,15,7,3,11,12,2,4,1,2,0,30.12
E2,08/02/2022,19:45,AFC Wimbledon,Rotherham,0,1,A,0,0,D,C Breakspear,3,20,1,4,14,9,0,8,2,1,0,30.12
E2,08/02/2022,19:45,Cheltenham,Sunderland,2,1,H,0,1,A,D Drysdale,7,10,3,5,11,11,3,5,1,3,0,30.12
E2,08/02/2022,19:45,Crewe,Plymouth,1,4,A,1,0,H,J Busby,7,18,2,9,7,13,3,7,1,2,0,30.12
E2,08/02/2022,19:45,Doncaster,Ipswich,0,1,A,0,1,A,O Yates,3,17,0,7,7,7,7,6,0,2,0,30.12
E2,08/02/2022,19:45,Fleetwood Town,Milton Keynes Dons,1,1,D,0,1,A,C Sarginson,7,10,2,3,20,10,3,2,3,2,0,30.12
E2,08/02/2022,19:45,Gillingham,Cambridge,1,0,H,0,0,D,J Bell,13,7,5,1,12,12,4,0,2,0,0,30.12
E2,08/02/2022,19:45,Lincoln,Morecambe,2,1,H,2,0,H,A Backhouse,9,17,5,3,7,10,1,3,2,1,0,30.12
E2,08/02/2022,19:45,Portsmouth,Burton,2,1,H,2,0,H,C Hicks,22,10,6,4,12,20,9,4,2,4,0,30.12
E2,08/02/2022,19:45,Sheffield Weds,Wigan,1,0,H,0,0,D,T Robinson,11,7,4,1,14,9,6,0,2,1,0,30.12
E2,08/02/2022,19:45,Wycombe,Shrewsbury,0,0,D,0,0,D,S Purkiss,26,2,10,0,11,10,8,1,1,3,0,30.12
E2,08/02/2022,20:00,Bolton,Charlton,2,1,H,1,0,H,B Toner,7,9,3,3,14,16,1,3,3,4,0,30.12
E2,05/02/2022,15:00,Burton,Sheffield Weds,0,2,A,0,1,A,A Young,13,8,6,4,10,17,6,8,3,1,0,30.12
E2,05/02/2022,15:00,Charlton,AFC Wimbledon,3,2,H,2,2,D,C Pollard,12,13,5,3,11,11,11,6,4,0,0,30.12
E2,05/02/2022,15:00,Ipswich,Gillingham,1,0,H,0,0,D,S Martin,11,13,2,1,13,6,4,4,0,1,0,30.12
E2,05/02/2022,15:00,Milton Keynes Dons,Lincoln,2,1,H,1,1,D,B Huxtable,11,8,7,4,12,10,6,4,2,0,0,30.12
E2,05/02/2022,15:00,Morecambe,Bolton,1,1,D,0,0,D,R Joyce,13,9,7,1,10,11,5,1,1,1,0,31.12
E2,05/02/2022,15:00,Oxford,Portsmouth,3,2,H,1,1,D,S Barrott,28,3,10,3,12,14,14,2,4,7,0,31.12
E2,05/02/2022,15:00,Rotherham,Accrington,1,0,H,0,0,D,A Woolmer,11,14,4,7,14,14,5,2,3,4,1,30.12
E2,05/02/2022,15:00,Shrewsbury,Fleetwood Town,1,1,D,0,1,A,J Bell,9,11,4,3,8,11,7,3,1,2,0,31.12
E2,05/02/2022,15:00,Sunderland,Doncaster,1,2,A,0,2,A,W Finnie,21,10,10,5,7,10,10,2,1,0,0,30.12
E2,01/02/2022,19:45,AFC Wimbledon,Cheltenham,2,2,D,1,2,A,S Purkiss,15,10,6,4,7,13,5,2,3,3,0,30.12
E2,01/02/2022,19:45,Doncaster,Rotherham,0,5,A,0,2,A,S Oldham,3,15,1,7,8,11,3,7,1,0,0,30.12
E2,01/02/2022,19:45,Gillingham,Crewe,1,0,H,1,0,H,D Drysdale,9,16,2,4,8,7,8,9,2,0,0,30.12
E2,01/02/2022,19:45,Sheffield Weds,Morecambe,2,0,H,0,0,D,O Yates,19,9,5,4,8,8,11,3,1,1,0,30.12
E2,01/02/2022,19:45,Wigan,Oxford,1,1,D,1,1,D,A Kitchen,12,5,3,1,13,14,5,1,2,4,0,30.12
E2,01/02/2022,20:00,Bolton,Cambridge,2,0,H,1,0,H,A Haines,17,9,6,0,10,7,8,5,1,1,0,30.12
E2,31/01/2022,19:45,Portsmouth,Charlton,1,2,A,0,1,A,N Hair,15,15,2,3,5,14,4,8,1,4,0,30.12
